ExperimentID,ParticipantID,Activity,Activity_Sub_Type,Surface,Hand,Toilet_type,Sex,ID,SurfaceCategories
MXKYM6897V,CEW015,Urination,NA,Tap,Left,Women,Female,1 CEW015,Hygiene
MXKYM6897V,CEW015,Urination,NA,Tap,Right,Women,Female,1 CEW015,Hygiene
MXKYM6897V,CEW015,Urination,NA,Paper towel ,Right,Women,Female,1 CEW015,Hygiene
MXKYM6897V,CEW015,Urination,NA,Paper towel ,Right,Women,Female,1 CEW015,Hygiene
MXKYM6897V,CEW015,Urination,NA,Bin outside the cubicle,Left,Women,Female,1 CEW015,Hygiene
MXKYM6897V,CEW015,Urination,NA,Door handle inside,Left,Women,Female,1 CEW015,Exit
MMHSI0598X,CEW015,Defecation,NA,Door handle outside,Right,Women,Female,2 CEW015,Entry
MMHSI0598X,CEW015,Defecation,NA,Cubicle door handle inside,Left,Women,Female,2 CEW015,CubicleOUT
MMHSI0598X,CEW015,Defecation,NA,Phone,Right,Women,Female,2 CEW015,Personal
MMHSI0598X,CEW015,Defecation,NA,Clothing,Both,Women,Female,2 CEW015,Personal
MMHSI0598X,CEW015,Defecation,NA,Toilet paper,Both,Women,Female,2 CEW015,Cubicle
MMHSI0598X,CEW015,Defecation,NA,Clothing,Right,Women,Female,2 CEW015,Personal
MMHSI0598X,CEW015,Defecation,NA,Toilet paper,Both,Women,Female,2 CEW015,Cubicle
MMHSI0598X,CEW015,Defecation,NA,Clothing,Right,Women,Female,2 CEW015,Personal
MMHSI0598X,CEW015,Defecation,NA,Toilet paper,Both,Women,Female,2 CEW015,Cubicle
MMHSI0598X,CEW015,Defecation,NA,Clothing,Right,Women,Female,2 CEW015,Personal
MMHSI0598X,CEW015,Defecation,NA,Clothing,Both,Women,Female,2 CEW015,Personal
MMHSI0598X,CEW015,Defecation,NA,Flush button,Right,Women,Female,2 CEW015,Cubicle
MMHSI0598X,CEW015,Defecation,NA,Toilet brush handle,Left,Women,Female,2 CEW015,Cubicle
MMHSI0598X,CEW015,Defecation,NA,Phone,Left,Women,Female,2 CEW015,Personal
MMHSI0598X,CEW015,Defecation,NA,Phone,Right,Women,Female,2 CEW015,Personal
MMHSI0598X,CEW015,Defecation,NA,Flush button,Right,Women,Female,2 CEW015,Cubicle
MMHSI0598X,CEW015,Defecation,NA,Tap,Left,Women,Female,2 CEW015,Hygiene
MMHSI0598X,CEW015,Defecation,NA,Tap,Right,Women,Female,2 CEW015,Hygiene
MMHSI0598X,CEW015,Defecation,NA,Tap,Right,Women,Female,2 CEW015,Hygiene
MMHSI0598X,CEW015,Defecation,NA,Paper towel ,Right,Women,Female,2 CEW015,Hygiene
MMHSI0598X,CEW015,Defecation,NA,Bin outside the cubicle,Left,Women,Female,2 CEW015,Hygiene
MMHSI0598X,CEW015,Defecation,NA,Phone,Both,Women,Female,2 CEW015,Personal
MMHSI0598X,CEW015,Defecation,NA,Door handle inside,Left,Women,Female,2 CEW015,Exit
UBTTQ3458J,CEW015,MHM,Sanitary pad,Door handle outside,Right,Women,Female,3 CEW015,Entry
UBTTQ3458J,CEW015,MHM,Sanitary pad,Cubicle door handle inside,Left,Women,Female,3 CEW015,CubicleOUT
UBTTQ3458J,CEW015,MHM,Sanitary pad,Cubicle door handle inside,Right,Women,Female,3 CEW015,CubicleOUT
UBTTQ3458J,CEW015,MHM,Sanitary pad,Bag,Left,Women,Female,3 CEW015,Personal
UBTTQ3458J,CEW015,MHM,Sanitary pad,Phone,Right,Women,Female,3 CEW015,Personal
UBTTQ3458J,CEW015,MHM,Sanitary pad,Clothing,Both,Women,Female,3 CEW015,Personal
UBTTQ3458J,CEW015,MHM,Sanitary pad,Hair,Both,Women,Female,3 CEW015,Personal
UBTTQ3458J,CEW015,MHM,Sanitary pad,Menstrual product,Left,Women,Female,3 CEW015,MHM
UBTTQ3458J,CEW015,MHM,Sanitary pad,Menstrual product,Both,Women,Female,3 CEW015,MHM
UBTTQ3458J,CEW015,MHM,Sanitary pad,Sanitary bin,Left,Women,Female,3 CEW015,Cubicle
UBTTQ3458J,CEW015,MHM,Sanitary pad,Clothing,Both,Women,Female,3 CEW015,Personal
UBTTQ3458J,CEW015,MHM,Sanitary pad,Menstrual product,Left,Women,Female,3 CEW015,MHM
UBTTQ3458J,CEW015,MHM,Sanitary pad,Toilet paper,Both,Women,Female,3 CEW015,Cubicle
UBTTQ3458J,CEW015,MHM,Sanitary pad,Clothing,Both,Women,Female,3 CEW015,Personal
UBTTQ3458J,CEW015,MHM,Sanitary pad,Flush button,Right,Women,Female,3 CEW015,Cubicle
UBTTQ3458J,CEW015,MHM,Sanitary pad,Bag,Left,Women,Female,3 CEW015,Personal
UBTTQ3458J,CEW015,MHM,Sanitary pad,Phone,Left,Women,Female,3 CEW015,Personal
UBTTQ3458J,CEW015,MHM,Sanitary pad,Toilet brush handle,Right,Women,Female,3 CEW015,Cubicle
UBTTQ3458J,CEW015,MHM,Sanitary pad,Clothing,Both,Women,Female,3 CEW015,Personal
UBTTQ3458J,CEW015,MHM,Sanitary pad,Flush button,Right,Women,Female,3 CEW015,Cubicle
UBTTQ3458J,CEW015,MHM,Sanitary pad,Tap,Left,Women,Female,3 CEW015,Hygiene
UBTTQ3458J,CEW015,MHM,Sanitary pad,Tap,Right,Women,Female,3 CEW015,Hygiene
UBTTQ3458J,CEW015,MHM,Sanitary pad,Tap,Right,Women,Female,3 CEW015,Hygiene
UBTTQ3458J,CEW015,MHM,Sanitary pad,Paper towel ,Right,Women,Female,3 CEW015,Hygiene
UBTTQ3458J,CEW015,MHM,Sanitary pad,Bin outside the cubicle,Left,Women,Female,3 CEW015,Hygiene
UBTTQ3458J,CEW015,MHM,Sanitary pad,Phone,Right,Women,Female,3 CEW015,Personal
UBTTQ3458J,CEW015,MHM,Sanitary pad,Hair,Both,Women,Female,3 CEW015,Personal
UBTTQ3458J,CEW015,MHM,Sanitary pad,Phone,Right,Women,Female,3 CEW015,Personal
UBTTQ3458J,CEW015,MHM,Sanitary pad,Bag,Left,Women,Female,3 CEW015,Personal
UBTTQ3458J,CEW015,MHM,Sanitary pad,Door handle inside,Left,Women,Female,3 CEW015,Exit
NZFQO4331M,CEW017,Urination,NA,Cubicle door handle outside,Left,Women,Female,1 CEW017,CubicleIN
NZFQO4331M,CEW017,Urination,NA,Cubicle door handle inside,Left,Women,Female,1 CEW017,CubicleOUT
NZFQO4331M,CEW017,Urination,NA,Toilet paper,Left,Women,Female,1 CEW017,Cubicle
NZFQO4331M,CEW017,Urination,NA,Toilet paper,Right,Women,Female,1 CEW017,Cubicle
NZFQO4331M,CEW017,Urination,NA,Clothing,Both,Women,Female,1 CEW017,Personal
NZFQO4331M,CEW017,Urination,NA,Phone,Right,Women,Female,1 CEW017,Personal
NZFQO4331M,CEW017,Urination,NA,Hair,Both,Women,Female,1 CEW017,Personal
NZFQO4331M,CEW017,Urination,NA,Toilet paper,Both,Women,Female,1 CEW017,Cubicle
NZFQO4331M,CEW017,Urination,NA,Clothing,Both,Women,Female,1 CEW017,Personal
NZFQO4331M,CEW017,Urination,NA,Flush button,Left,Women,Female,1 CEW017,Cubicle
NZFQO4331M,CEW017,Urination,NA,Phone,Right,Women,Female,1 CEW017,Personal
NZFQO4331M,CEW017,Urination,NA,Soap dispenser,Left,Women,Female,1 CEW017,Hygiene
NZFQO4331M,CEW017,Urination,NA,Tap,Right,Women,Female,1 CEW017,Hygiene
NZFQO4331M,CEW017,Urination,NA,Tap,Right,Women,Female,1 CEW017,Hygiene
NZFQO4331M,CEW017,Urination,NA,Tap,Right,Women,Female,1 CEW017,Hygiene
NZFQO4331M,CEW017,Urination,NA,Soap dispenser,Left,Women,Female,1 CEW017,Hygiene
NZFQO4331M,CEW017,Urination,NA,Tap,Right,Women,Female,1 CEW017,Hygiene
NZFQO4331M,CEW017,Urination,NA,Tap,Right,Women,Female,1 CEW017,Hygiene
NZFQO4331M,CEW017,Urination,NA,Hand dryer,Both,Women,Female,1 CEW017,Hygiene
NZFQO4331M,CEW017,Urination,NA,Door handle inside,Right,Women,Female,1 CEW017,Exit
CNCNL8817S,CEW017,Defecation,NA,Cubicle door handle outside,Left,Women,Female,2 CEW017,CubicleIN
CNCNL8817S,CEW017,Defecation,NA,Cubicle door handle inside,Left,Women,Female,2 CEW017,CubicleOUT
CNCNL8817S,CEW017,Defecation,NA,Cubicle door handle inside,Right,Women,Female,2 CEW017,CubicleOUT
CNCNL8817S,CEW017,Defecation,NA,Clothing,Both,Women,Female,2 CEW017,Personal
CNCNL8817S,CEW017,Defecation,NA,Phone,Right,Women,Female,2 CEW017,Personal
CNCNL8817S,CEW017,Defecation,NA,Toilet paper,Both,Women,Female,2 CEW017,Cubicle
CNCNL8817S,CEW017,Defecation,NA,Clothing,Both,Women,Female,2 CEW017,Personal
CNCNL8817S,CEW017,Defecation,NA,Flush button,Right,Women,Female,2 CEW017,Cubicle
CNCNL8817S,CEW017,Defecation,NA,Cubicle door handle inside,Left,Women,Female,2 CEW017,CubicleOUT
CNCNL8817S,CEW017,Defecation,NA,Soap dispenser,Left,Women,Female,2 CEW017,Hygiene
CNCNL8817S,CEW017,Defecation,NA,Tap,Right,Women,Female,2 CEW017,Hygiene
CNCNL8817S,CEW017,Defecation,NA,Soap dispenser,Left,Women,Female,2 CEW017,Hygiene
CNCNL8817S,CEW017,Defecation,NA,Tap,Right,Women,Female,2 CEW017,Hygiene
CNCNL8817S,CEW017,Defecation,NA,Hand dryer,Both,Women,Female,2 CEW017,Hygiene
CNCNL8817S,CEW017,Defecation,NA,Hair,Both,Women,Female,2 CEW017,Personal
CNCNL8817S,CEW017,Defecation,NA,Door handle inside,Left,Women,Female,2 CEW017,Exit
NJKKJ2731E,CEW017,MHM,Menstrual cup,Soap dispenser,Left,Women,Female,3 CEW017,Hygiene
NJKKJ2731E,CEW017,MHM,Menstrual cup,Tap,Right,Women,Female,3 CEW017,Hygiene
NJKKJ2731E,CEW017,MHM,Menstrual cup,Soap dispenser,Left,Women,Female,3 CEW017,Hygiene
NJKKJ2731E,CEW017,MHM,Menstrual cup,Tap,Right,Women,Female,3 CEW017,Hygiene
NJKKJ2731E,CEW017,MHM,Menstrual cup,Tap,Right,Women,Female,3 CEW017,Hygiene
NJKKJ2731E,CEW017,MHM,Menstrual cup,Cubicle door handle inside,Right,Women,Female,3 CEW017,CubicleOUT
NJKKJ2731E,CEW017,MHM,Menstrual cup,Clothing,Both,Women,Female,3 CEW017,Personal
NJKKJ2731E,CEW017,MHM,Menstrual cup,Phone,Right,Women,Female,3 CEW017,Personal
NJKKJ2731E,CEW017,MHM,Menstrual cup,Clothing,Both,Women,Female,3 CEW017,Personal
NJKKJ2731E,CEW017,MHM,Menstrual cup,Menstrual product,Right,Women,Female,3 CEW017,MHM
NJKKJ2731E,CEW017,MHM,Menstrual cup,Skin,Right,Women,Female,3 CEW017,Personal
NJKKJ2731E,CEW017,MHM,Menstrual cup,Toilet paper,Both,Women,Female,3 CEW017,Cubicle
NJKKJ2731E,CEW017,MHM,Menstrual cup,Sanitary bin,Right,Women,Female,3 CEW017,Cubicle
NJKKJ2731E,CEW017,MHM,Menstrual cup,Clothing,Both,Women,Female,3 CEW017,Personal
NJKKJ2731E,CEW017,MHM,Menstrual cup,Flush button,Right,Women,Female,3 CEW017,Cubicle
NJKKJ2731E,CEW017,MHM,Menstrual cup,Phone,Right,Women,Female,3 CEW017,Personal
NJKKJ2731E,CEW017,MHM,Menstrual cup,Cubicle door handle inside,Right,Women,Female,3 CEW017,CubicleOUT
NJKKJ2731E,CEW017,MHM,Menstrual cup,Tap,Right,Women,Female,3 CEW017,Hygiene
NJKKJ2731E,CEW017,MHM,Menstrual cup,Soap dispenser,Right,Women,Female,3 CEW017,Hygiene
NJKKJ2731E,CEW017,MHM,Menstrual cup,Tap,Right,Women,Female,3 CEW017,Hygiene
NJKKJ2731E,CEW017,MHM,Menstrual cup,Tap,Right,Women,Female,3 CEW017,Hygiene
NJKKJ2731E,CEW017,MHM,Menstrual cup,Hand dryer,Both,Women,Female,3 CEW017,Hygiene
NJKKJ2731E,CEW017,MHM,Menstrual cup,Door handle inside,Right,Women,Female,3 CEW017,Exit
PHLRV8051T,CEW023,Urination,NA,Door handle outside,Right,Women,Female,1 CEW023,Entry
PHLRV8051T,CEW023,Urination,NA,Cubicle door handle outside,Left,Women,Female,1 CEW023,CubicleIN
PHLRV8051T,CEW023,Urination,NA,Cubicle door handle inside,Left,Women,Female,1 CEW023,CubicleOUT
PHLRV8051T,CEW023,Urination,NA,Cubicle door handle inside,Right,Women,Female,1 CEW023,CubicleOUT
PHLRV8051T,CEW023,Urination,NA,Bag,Both,Women,Female,1 CEW023,Personal
PHLRV8051T,CEW023,Urination,NA,Clothing,Both,Women,Female,1 CEW023,Personal
PHLRV8051T,CEW023,Urination,NA,Phone,Right,Women,Female,1 CEW023,Personal
PHLRV8051T,CEW023,Urination,NA,Phone,Both,Women,Female,1 CEW023,Personal
PHLRV8051T,CEW023,Urination,NA,Toilet paper,Both,Women,Female,1 CEW023,Cubicle
PHLRV8051T,CEW023,Urination,NA,Clothing,Both,Women,Female,1 CEW023,Personal
PHLRV8051T,CEW023,Urination,NA,Skin,Right,Women,Female,1 CEW023,Personal
PHLRV8051T,CEW023,Urination,NA,Clothing,Both,Women,Female,1 CEW023,Personal
PHLRV8051T,CEW023,Urination,NA,Bag,Both,Women,Female,1 CEW023,Personal
PHLRV8051T,CEW023,Urination,NA,Cubicle door handle inside,Right,Women,Female,1 CEW023,CubicleOUT
PHLRV8051T,CEW023,Urination,NA,Tap,Right,Women,Female,1 CEW023,Hygiene
PHLRV8051T,CEW023,Urination,NA,Flush button,Left,Women,Female,1 CEW023,Cubicle
PHLRV8051T,CEW023,Urination,NA,Flush button,Left,Women,Female,1 CEW023,Cubicle
PHLRV8051T,CEW023,Urination,NA,Tap,Right,Women,Female,1 CEW023,Hygiene
PHLRV8051T,CEW023,Urination,NA,Tap,Right,Women,Female,1 CEW023,Hygiene
PHLRV8051T,CEW023,Urination,NA,Paper towel ,Right,Women,Female,1 CEW023,Hygiene
PHLRV8051T,CEW023,Urination,NA,Paper towel ,Right,Women,Female,1 CEW023,Hygiene
PHLRV8051T,CEW023,Urination,NA,Bin outside the cubicle,Right,Women,Female,1 CEW023,Hygiene
PHLRV8051T,CEW023,Urination,NA,Door handle inside,Left,Women,Female,1 CEW023,Exit
JUYVY3080H,CEW023,Defecation,NA,Door handle outside,Right,Women,Female,2 CEW023,Entry
JUYVY3080H,CEW023,Defecation,NA,Cubicle door handle inside,Left,Women,Female,2 CEW023,CubicleOUT
JUYVY3080H,CEW023,Defecation,NA,Bag,Both,Women,Female,2 CEW023,Personal
JUYVY3080H,CEW023,Defecation,NA,Clothing,Both,Women,Female,2 CEW023,Personal
JUYVY3080H,CEW023,Defecation,NA,Phone,Right,Women,Female,2 CEW023,Personal
JUYVY3080H,CEW023,Defecation,NA,Toilet paper,Both,Women,Female,2 CEW023,Cubicle
JUYVY3080H,CEW023,Defecation,NA,Skin,Right,Women,Female,2 CEW023,Personal
JUYVY3080H,CEW023,Defecation,NA,Toilet paper,Both,Women,Female,2 CEW023,Cubicle
JUYVY3080H,CEW023,Defecation,NA,Skin,Right,Women,Female,2 CEW023,Personal
JUYVY3080H,CEW023,Defecation,NA,Toilet paper,Both,Women,Female,2 CEW023,Cubicle
JUYVY3080H,CEW023,Defecation,NA,Skin,Right,Women,Female,2 CEW023,Personal
JUYVY3080H,CEW023,Defecation,NA,Clothing,Both,Women,Female,2 CEW023,Personal
JUYVY3080H,CEW023,Defecation,NA,Flush button,Right,Women,Female,2 CEW023,Cubicle
JUYVY3080H,CEW023,Defecation,NA,Bag,Right,Women,Female,2 CEW023,Personal
JUYVY3080H,CEW023,Defecation,NA,Door handle outside,Right,Women,Female,2 CEW023,Entry
JUYVY3080H,CEW023,Defecation,NA,Tap,Right,Women,Female,2 CEW023,Hygiene
JUYVY3080H,CEW023,Defecation,NA,Flush button,Right,Women,Female,2 CEW023,Cubicle
JUYVY3080H,CEW023,Defecation,NA,Flush button,Right,Women,Female,2 CEW023,Cubicle
JUYVY3080H,CEW023,Defecation,NA,Tap,Right,Women,Female,2 CEW023,Hygiene
JUYVY3080H,CEW023,Defecation,NA,Tap,Right,Women,Female,2 CEW023,Hygiene
JUYVY3080H,CEW023,Defecation,NA,Tap,Right,Women,Female,2 CEW023,Hygiene
JUYVY3080H,CEW023,Defecation,NA,Paper towel ,Both,Women,Female,2 CEW023,Hygiene
JUYVY3080H,CEW023,Defecation,NA,Bin outside the cubicle,Left,Women,Female,2 CEW023,Hygiene
JUYVY3080H,CEW023,Defecation,NA,Bag,Both,Women,Female,2 CEW023,Personal
JUYVY3080H,CEW023,Defecation,NA,Face,Right,Women,Female,2 CEW023,Personal
JUYVY3080H,CEW023,Defecation,NA,Face,Both,Women,Female,2 CEW023,Personal
JUYVY3080H,CEW023,Defecation,NA,Face,Right,Women,Female,2 CEW023,Personal
JUYVY3080H,CEW023,Defecation,NA,Bag,Both,Women,Female,2 CEW023,Personal
JUYVY3080H,CEW023,Defecation,NA,Hair,Left,Women,Female,2 CEW023,Personal
JUYVY3080H,CEW023,Defecation,NA,Door handle inside,Right,Women,Female,2 CEW023,Exit
UEJEG5402G,CEW023,MHM,Sanitary pad,Door handle outside,Right,Women,Female,3 CEW023,Entry
UEJEG5402G,CEW023,MHM,Sanitary pad,Cubicle door handle inside,Left,Women,Female,3 CEW023,CubicleOUT
UEJEG5402G,CEW023,MHM,Sanitary pad,Cubicle door handle outside,Left,Women,Female,3 CEW023,CubicleIN
UEJEG5402G,CEW023,MHM,Sanitary pad,Bag,Both,Women,Female,3 CEW023,Personal
UEJEG5402G,CEW023,MHM,Sanitary pad,Clothing,Both,Women,Female,3 CEW023,Personal
UEJEG5402G,CEW023,MHM,Sanitary pad,Bag,Both,Women,Female,3 CEW023,Personal
UEJEG5402G,CEW023,MHM,Sanitary pad,Menstrual product,Left,Women,Female,3 CEW023,MHM
UEJEG5402G,CEW023,MHM,Sanitary pad,Menstrual product,Both,Women,Female,3 CEW023,MHM
UEJEG5402G,CEW023,MHM,Sanitary pad,Skin,Right,Women,Female,3 CEW023,Personal
UEJEG5402G,CEW023,MHM,Sanitary pad,Clothing,Right,Women,Female,3 CEW023,Personal
UEJEG5402G,CEW023,MHM,Sanitary pad,Sanitary bin,Left,Women,Female,3 CEW023,Cubicle
UEJEG5402G,CEW023,MHM,Sanitary pad,Clothing,Both,Women,Female,3 CEW023,Personal
UEJEG5402G,CEW023,MHM,Sanitary pad,Menstrual product,Left,Women,Female,3 CEW023,MHM
UEJEG5402G,CEW023,MHM,Sanitary pad,Toilet paper,Both,Women,Female,3 CEW023,Cubicle
UEJEG5402G,CEW023,MHM,Sanitary pad,Clothing,Both,Women,Female,3 CEW023,Personal
UEJEG5402G,CEW023,MHM,Sanitary pad,Hair,Right,Women,Female,3 CEW023,Personal
UEJEG5402G,CEW023,MHM,Sanitary pad,Bag,Both,Women,Female,3 CEW023,Personal
UEJEG5402G,CEW023,MHM,Sanitary pad,Clothing,Both,Women,Female,3 CEW023,Personal
UEJEG5402G,CEW023,MHM,Sanitary pad,Cubicle door handle inside,Right,Women,Female,3 CEW023,CubicleOUT
UEJEG5402G,CEW023,MHM,Sanitary pad,Flush button,Right,Women,Female,3 CEW023,Cubicle
UEJEG5402G,CEW023,MHM,Sanitary pad,Tap,Left,Women,Female,3 CEW023,Hygiene
UEJEG5402G,CEW023,MHM,Sanitary pad,Tap,Right,Women,Female,3 CEW023,Hygiene
UEJEG5402G,CEW023,MHM,Sanitary pad,Tap,Right,Women,Female,3 CEW023,Hygiene
UEJEG5402G,CEW023,MHM,Sanitary pad,Paper towel ,Right,Women,Female,3 CEW023,Hygiene
UEJEG5402G,CEW023,MHM,Sanitary pad,Bin outside the cubicle,Left,Women,Female,3 CEW023,Hygiene
UEJEG5402G,CEW023,MHM,Sanitary pad,Door handle inside,Right,Women,Female,3 CEW023,Exit
ATQPH0145Q,CEW024,Urination,NA,Door handle outside,Right,Women,Female,1 CEW024,Entry
ATQPH0145Q,CEW024,Urination,NA,Cubicle door handle inside,Left,Women,Female,1 CEW024,CubicleOUT
ATQPH0145Q,CEW024,Urination,NA,Toilet paper,Both,Women,Female,1 CEW024,Cubicle
ATQPH0145Q,CEW024,Urination,NA,Toilet paper,Right,Women,Female,1 CEW024,Cubicle
ATQPH0145Q,CEW024,Urination,NA,Bag,Left,Women,Female,1 CEW024,Personal
ATQPH0145Q,CEW024,Urination,NA,Clothing,Right,Women,Female,1 CEW024,Personal
ATQPH0145Q,CEW024,Urination,NA,Toilet paper,Right,Women,Female,1 CEW024,Cubicle
ATQPH0145Q,CEW024,Urination,NA,Toilet surface,Right,Women,Female,1 CEW024,Cubicle
ATQPH0145Q,CEW024,Urination,NA,Skin,Left,Women,Female,1 CEW024,Personal
ATQPH0145Q,CEW024,Urination,NA,Toilet paper,Both,Women,Female,1 CEW024,Cubicle
ATQPH0145Q,CEW024,Urination,NA,Toilet paper,Left,Women,Female,1 CEW024,Cubicle
ATQPH0145Q,CEW024,Urination,NA,Clothing,Both,Women,Female,1 CEW024,Personal
ATQPH0145Q,CEW024,Urination,NA,Toilet surface,Right,Women,Female,1 CEW024,Cubicle
